component;action;target;objectid;contextid;contextlevel;contextinstanceid;userid;courseid;timecreated
mod_resource;viewed;course_module;32328;213048;70;95343;21401;1489;1557927192
mod_page;viewed;course_module;7040;213098;70;95393;21595;1489;1557927291
mod_page;viewed;course_module;7039;213096;70;95391;21465;1489;1557927307
mod_forum;viewed;course_module;5190;213102;70;95397;21595;1489;1557927374
mod_quiz;viewed;course_module;3360;213104;70;95399;21595;1489;1557927385
mod_resource;viewed;course_module;33354;217696;70;97306;21595;1489;1557927431
core;updated;course_module_completion;164046;217696;70;97306;21595;1489;1557927431
core;updated;course_module_completion;164046;217696;70;97306;21595;1489;1557927431
mod_resource;viewed;course_module;32332;213055;70;95350;21595;1489;1557927439
mod_resource;viewed;course_module;32329;213050;70;95345;21401;1489;1557927977
mod_page;viewed;course_module;7039;213096;70;95391;21471;1489;1557928064
mod_vpl;viewed;submission;105912;217404;70;97163;21176;1489;1557928127
mod_vpl;viewed;submission;106064;217407;70;97166;21176;1489;1557928138
mod_vpl;viewed;submission;104220;217258;70;97084;21823;1489;1557928259
mod_vpl;viewed;submission;104351;217260;70;97086;21823;1489;1557928260
mod_page;viewed;course_module;7039;213096;70;95391;21823;1489;1557928286
mod_workshop;viewed;course_module;68;216978;70;96979;21400;1489;1557928331
mod_page;viewed;course_module;7039;213096;70;95391;21401;1489;1557928409
mod_workshop;viewed;course_module;68;216978;70;96979;21463;1489;1557928447
mod_workshop;viewed;course_module;69;217401;70;97160;21463;1489;1557928458
core;updated;course_module_completion;164050;213046;70;95341;21463;1489;1557928499
core;updated;course_module_completion;164051;213047;70;95342;21463;1489;1557928499
core;updated;course_module_completion;164052;213048;70;95343;21463;1489;1557928500
core;updated;course_module_completion;164053;213049;70;95344;21463;1489;1557928500
core;updated;course_module_completion;164054;213050;70;95345;21463;1489;1557928500
core;updated;course_module_completion;164055;213051;70;95346;21463;1489;1557928501
core;updated;course_module_completion;164056;213055;70;95350;21463;1489;1557928501
core;updated;course_module_completion;164057;217700;70;97310;21463;1489;1557928502
core;updated;course_module_completion;164058;217701;70;97311;21463;1489;1557928502
core;updated;course_module_completion;164059;217702;70;97312;21463;1489;1557928503
core;updated;course_module_completion;164060;213066;70;95361;21463;1489;1557928503
mod_page;viewed;course_module;7038;213066;70;95361;21463;1489;1557928506
mod_page;viewed;course_module;7039;213096;70;95391;18232;1489;1557928570
core;updated;course_module_completion;164063;213089;70;95384;21463;1489;1557928581
core;updated;course_module_completion;164064;213088;70;95383;21463;1489;1557928581
core;updated;course_module_completion;164065;213087;70;95382;21463;1489;1557928582
core;updated;course_module_completion;164066;213086;70;95381;21463;1489;1557928582
core;updated;course_module_completion;164067;213085;70;95380;21463;1489;1557928583
core;updated;course_module_completion;164068;213084;70;95379;21463;1489;1557928583
core;updated;course_module_completion;164069;213083;70;95378;21463;1489;1557928584
core;updated;course_module_completion;164070;213081;70;95376;21463;1489;1557928584
core;updated;course_module_completion;164071;213080;70;95375;21463;1489;1557928584
mod_page;viewed;course_module;7039;213096;70;95391;21463;1489;1557928631
mod_resource;viewed;course_module;33293;217397;70;97156;19925;1489;1557928636
mod_page;viewed;course_module;7039;213096;70;95391;21400;1489;1557928750
mod_vpl;edited;submission;104207;217258;70;97084;21464;1489;1557928769
mod_vpl;edited;submission;104359;217260;70;97086;21464;1489;1557928832
mod_vpl;edited;submission;104207;217258;70;97084;21464;1489;1557928875
mod_vpl;edited;submission;104273;217261;70;97087;21464;1489;1557928903
mod_resource;viewed;course_module;32339;213068;70;95363;21322;1489;1557928911
mod_resource;viewed;course_module;33264;217295;70;97104;21464;1489;1557928956
mod_resource;viewed;course_module;32338;213067;70;95362;21195;1489;1557928981
mod_resource;viewed;course_module;32339;213068;70;95363;21195;1489;1557928984
mod_quiz;viewed;course_module;3359;213005;70;95300;21464;1489;1557929050
mod_resource;viewed;course_module;33294;217398;70;97157;19925;1489;1557929103
mod_url;viewed;course_module;5726;213051;70;95346;21299;1489;1557929274
mod_resource;viewed;course_module;33290;217394;70;97153;19925;1489;1557929355
mod_page;viewed;course_module;7040;213098;70;95393;21400;1489;1557929380
mod_page;viewed;course_module;7040;213098;70;95393;21463;1489;1557929420
mod_quiz;viewed;course_module;3360;213104;70;95399;21195;1489;1557929467
mod_page;viewed;course_module;7039;213096;70;95391;21158;1489;1557929479
mod_quiz;viewed;course_module;3360;213104;70;95399;21314;1489;1557929483
mod_page;viewed;course_module;7039;213096;70;95391;21195;1489;1557929487
mod_page;viewed;course_module;7040;213098;70;95393;21463;1489;1557929581
mod_resource;viewed;course_module;32338;213067;70;95362;21464;1489;1557929581
mod_resource;viewed;course_module;32339;213068;70;95363;21464;1489;1557929608
mod_page;viewed;course_module;7039;213096;70;95391;21400;1489;1557929716
mod_page;viewed;course_module;7040;213098;70;95393;19925;1489;1557929884
mod_resource;viewed;course_module;32340;213069;70;95364;21464;1489;1557929918
mod_page;viewed;course_module;7040;213098;70;95393;21235;1489;1557930013
mod_quiz;viewed;course_module;3360;213104;70;95399;21235;1489;1557930042
mod_page;viewed;course_module;7039;213096;70;95391;21466;1489;1557930261
mod_page;viewed;course_module;7039;213096;70;95391;21473;1489;1557930307
mod_resource;viewed;course_module;32296;212977;70;95272;21235;1489;1557930361
mod_page;viewed;course_module;7039;213096;70;95391;21471;1489;1557930441
mod_url;viewed;course_module;5713;212978;70;95273;21235;1489;1557930663
mod_workshop;viewed;course_module;69;217401;70;97160;21349;1489;1557930738
mod_workshop;viewed;course_module;69;217401;70;97160;21349;1489;1557930776
mod_resource;viewed;course_module;32297;212979;70;95274;21235;1489;1557930803
mod_workshop;viewed;course_module;69;217401;70;97160;21349;1489;1557930828
mod_page;viewed;course_module;7040;213098;70;95393;21466;1489;1557930978
mod_resource;viewed;course_module;32298;212981;70;95276;21235;1489;1557930995
mod_vpl;edited;submission;104989;217403;70;97162;19910;1489;1557930998
mod_quiz;viewed;course_module;3360;213104;70;95399;21195;1489;1557931106
mod_page;viewed;course_module;7039;213096;70;95391;21195;1489;1557931108
mod_forum;viewed;course_module;5189;213097;70;95392;21195;1489;1557931112
mod_page;viewed;course_module;7039;213096;70;95391;21195;1489;1557931115
mod_vpl;evaluated;submission;104989;217403;70;97162;19910;1489;1557931133
mod_vpl;uploaded;submission;107615;217403;70;97162;19910;1489;1557931165
mod_vpl;evaluated;submission;107615;217403;70;97162;19910;1489;1557931167
mod_resource;viewed;course_module;32299;212983;70;95278;21235;1489;1557931195
mod_vpl;uploaded;submission;107616;217403;70;97162;19910;1489;1557931198
mod_vpl;evaluated;submission;107616;217403;70;97162;19910;1489;1557931199
mod_resource;viewed;course_module;33292;217396;70;97155;21158;1489;1557931211
mod_vpl;uploaded;submission;107617;217403;70;97162;19910;1489;1557931226
mod_vpl;evaluated;submission;107617;217403;70;97162;19910;1489;1557931227
mod_vpl;deleted;submission;107618;217403;70;97162;19910;1489;1557931283
mod_vpl;uploaded;submission;107618;217403;70;97162;19910;1489;1557931258
mod_vpl;evaluated;submission;107618;217403;70;97162;19910;1489;1557931259
mod_page;viewed;course_module;7040;213098;70;95393;21318;1489;1557931277
mod_vpl;uploaded;submission;107619;217403;70;97162;19910;1489;1557931283
mod_vpl;evaluated;submission;107619;217403;70;97162;19910;1489;1557931284
mod_page;viewed;course_module;7039;213096;70;95391;21318;1489;1557931284
mod_vpl;uploaded;submission;107621;217403;70;97162;19910;1489;1557931333
mod_vpl;uploaded;submission;107620;217403;70;97162;19910;1489;1557931318
mod_vpl;evaluated;submission;107620;217403;70;97162;19910;1489;1557931321
mod_forum;viewed;course_module;5189;213097;70;95392;21174;1489;1557931328
mod_vpl;deleted;submission;107620;217403;70;97162;19910;1489;1557931333
mod_forum;viewed;course_module;5189;213097;70;95392;21174;1489;1557931333
mod_vpl;evaluated;submission;107621;217403;70;97162;19910;1489;1557931334
mod_forum;viewed;course_module;5189;213097;70;95392;21174;1489;1557931339
mod_vpl;uploaded;submission;107622;217403;70;97162;19910;1489;1557931353
mod_vpl;evaluated;submission;107622;217403;70;97162;19910;1489;1557931354
mod_resource;viewed;course_module;32300;212985;70;95280;21235;1489;1557931460
mod_vpl;edited;submission;105029;217404;70;97163;19910;1489;1557931559
mod_quiz;viewed;course_module;3360;213104;70;95399;21174;1489;1557931703
mod_resource;viewed;course_module;32302;212987;70;95282;21235;1489;1557931751
mod_vpl;viewed;submission;107322;217406;70;97165;21174;1489;1557931861
mod_resource;viewed;course_module;33264;217295;70;97104;21235;1489;1557931868
mod_resource;viewed;course_module;33295;217399;70;97158;21235;1489;1557931927
mod_page;viewed;course_module;7039;213096;70;95391;21318;1489;1557931967
mod_resource;viewed;course_module;33293;217397;70;97156;21158;1489;1557932004
mod_resource;viewed;course_module;33292;217396;70;97155;21235;1489;1557932022
mod_resource;viewed;course_module;33290;217394;70;97153;21235;1489;1557932061
mod_vpl;edited;submission;107612;217402;70;97161;19910;1489;1557932079
mod_resource;viewed;course_module;33294;217398;70;97157;21158;1489;1557932180
mod_resource;viewed;course_module;32314;213022;70;95317;21299;1489;1557932205
mod_book;viewed;course_module;6353;213043;70;95338;21235;1489;1557932216
mod_book;viewed;chapter;41296;213043;70;95338;21235;1489;1557932216
mod_resource;viewed;course_module;33290;217394;70;97153;21158;1489;1557932243
mod_resource;viewed;course_module;33292;217396;70;97155;21299;1489;1557932257
mod_page;viewed;course_module;7040;213098;70;95393;21471;1489;1557932307
core;updated;course_module_completion;164076;217646;70;97282;21235;1489;1557932316
mod_vpl;edited;submission;107601;217406;70;97165;21400;1489;1557932318
mod_resource;viewed;course_module;33290;217394;70;97153;21322;1489;1557932343
mod_vpl;edited;submission;107586;217406;70;97165;21401;1489;1557932360
mod_resource;viewed;course_module;32327;213046;70;95341;21235;1489;1557932412
mod_vpl;viewed;submission;105062;217402;70;97161;21158;1489;1557932451
mod_vpl;viewed;submission;105150;217403;70;97162;21158;1489;1557932481
mod_vpl;edited;submission;105628;217403;70;97162;21195;1489;1557932524
mod_vpl;edited;submission;106560;217404;70;97163;21195;1489;1557932624
mod_workshop;viewed;course_module;69;217401;70;97160;21400;1489;1557932628
mod_vpl;edited;submission;106558;217406;70;97165;21195;1489;1557932631
mod_resource;viewed;course_module;32328;213048;70;95343;21235;1489;1557932690
mod_page;viewed;course_module;7039;213096;70;95391;21466;1489;1557932707
mod_page;viewed;course_module;7039;213096;70;95391;21400;1489;1557932752
mod_page;viewed;course_module;7039;213096;70;95391;21464;1489;1557932788
mod_resource;viewed;course_module;32314;213022;70;95317;21158;1489;1557932807
mod_resource;viewed;course_module;33293;217397;70;97156;21158;1489;1557932886
mod_quiz;viewed;course_module;3360;213104;70;95399;21471;1489;1557932911
mod_vpl;edited;submission;106558;217406;70;97165;21195;1489;1557932913
mod_vpl;edited;submission;105626;217402;70;97161;21195;1489;1557932930
mod_vpl;edited;submission;106558;217406;70;97165;21195;1489;1557932940
core;updated;course_module_completion;164077;213047;70;95342;21235;1489;1557932982
core;updated;course_module_completion;164078;213049;70;95344;21235;1489;1557932983
core;updated;course_module_completion;164079;213051;70;95346;21235;1489;1557932985
mod_page;viewed;course_module;7040;213098;70;95393;21161;1489;1557933003
mod_page;viewed;course_module;7040;213098;70;95393;21401;1489;1557933034
mod_vpl;edited;submission;105628;217403;70;97162;21195;1489;1557933044
mod_vpl;uploaded;submission;107623;217407;70;97166;19910;1489;1557933109
mod_vpl;evaluated;submission;107623;217407;70;97166;19910;1489;1557933111
mod_page;viewed;course_module;7039;213096;70;95391;19910;1489;1557933168
mod_resource;viewed;course_module;33354;217696;70;97306;21235;1489;1557933250
core;updated;course_module_completion;164080;217696;70;97306;21235;1489;1557933250
core;updated;course_module_completion;164080;217696;70;97306;21235;1489;1557933250
mod_resource;viewed;course_module;33358;217700;70;97310;19679;1489;1557933269
mod_resource;viewed;course_module;33355;217697;70;97307;21235;1489;1557933434
core;updated;course_module_completion;164081;217697;70;97307;21235;1489;1557933434
core;updated;course_module_completion;164081;217697;70;97307;21235;1489;1557933434
mod_resource;viewed;course_module;32338;213067;70;95362;21235;1489;1557933461
mod_vpl;edited;submission;105111;217402;70;97161;21299;1489;1557933463
mod_page;viewed;course_module;7040;213098;70;95393;21158;1489;1557933510
mod_page;viewed;course_module;7040;213098;70;95393;21201;1489;1557933545
mod_page;viewed;course_module;7039;213096;70;95391;21314;1489;1557933573
mod_resource;viewed;course_module;32339;213068;70;95363;21235;1489;1557933607
mod_quiz;viewed;course_module;3359;213005;70;95300;19679;1489;1557933621
mod_page;viewed;course_module;7034;213008;70;95303;19679;1489;1557933626
mod_resource;viewed;course_module;33294;217398;70;97157;21471;1489;1557933631
mod_vpl;edited;submission;105626;217402;70;97161;21195;1489;1557933663
mod_page;viewed;course_module;7040;213098;70;95393;21823;1489;1557933666
mod_vpl;run;submission;105626;217402;70;97161;21195;1489;1557933669
mod_page;viewed;course_module;7039;213096;70;95391;21823;1489;1557933670
mod_vpl;viewed;submission;107069;217615;70;97270;21263;1489;1557933766
mod_vpl;edited;submission;105154;217403;70;97162;21299;1489;1557933768
mod_page;viewed;course_module;7040;213098;70;95393;21464;1489;1557933795
mod_page;viewed;course_module;7039;213096;70;95391;21464;1489;1557933868
mod_page;viewed;course_module;7040;213098;70;95393;21464;1489;1557933871
mod_page;viewed;course_module;7039;213096;70;95391;21401;1489;1557933936
mod_resource;viewed;course_module;32315;213023;70;95318;21471;1489;1557934024
mod_page;viewed;course_module;7039;213096;70;95391;21313;1489;1557934025
mod_quiz;viewed;course_module;3360;213104;70;95399;21313;1489;1557934038
mod_page;viewed;course_module;7040;213098;70;95393;21158;1489;1557934040
mod_resource;viewed;course_module;33293;217397;70;97156;21299;1489;1557934041
mod_resource;viewed;course_module;33294;217398;70;97157;21299;1489;1557934043
mod_resource;viewed;course_module;33290;217394;70;97153;21299;1489;1557934044
mod_page;viewed;course_module;7039;213096;70;95391;21158;1489;1557934047
mod_vpl;edited;submission;105069;217402;70;97161;21463;1489;1557934150
mod_page;viewed;course_module;7039;213096;70;95391;21469;1489;1557934351
mod_vpl;viewed;submission;107069;217615;70;97270;21263;1489;1557934353
mod_page;viewed;course_module;7040;213098;70;95393;21469;1489;1557934359
mod_page;viewed;course_module;7040;213098;70;95393;21173;1489;1557934519
mod_page;viewed;course_module;7039;213096;70;95391;21173;1489;1557934542
mod_page;viewed;course_module;7040;213098;70;95393;21158;1489;1557934571
mod_vpl;viewed;submission;104332;217260;70;97086;21158;1489;1557934617
mod_vpl;viewed;submission;104228;217258;70;97084;21158;1489;1557934626
mod_vpl;viewed;submission;104254;217261;70;97087;21158;1489;1557934669
mod_vpl;edited;submission;104205;217258;70;97084;21469;1489;1557934718
mod_page;viewed;course_module;7039;213096;70;95391;21235;1489;1557934750
mod_vpl;edited;submission;104334;217260;70;97086;21469;1489;1557934796
mod_page;viewed;course_module;7040;213098;70;95393;21195;1489;1557934813
mod_vpl;edited;submission;104275;217261;70;97087;21469;1489;1557934831
mod_vpl;edited;submission;105145;217403;70;97162;21463;1489;1557934847
mod_vpl;edited;submission;105162;217404;70;97163;21463;1489;1557934855
mod_page;viewed;course_module;7039;213096;70;95391;21520;1489;1557935375
mod_page;viewed;course_module;7040;213098;70;95393;21520;1489;1557935404
mod_vpl;viewed;submission;107099;217616;70;97271;21263;1489;1557935544
mod_vpl;viewed;submission;107099;217616;70;97271;21263;1489;1557935578
mod_page;viewed;course_module;7040;213098;70;95393;21401;1489;1557935629
mod_page;viewed;course_module;7040;213098;70;95393;21592;1489;1557935678
mod_vpl;viewed;submission;104442;217258;70;97084;21592;1489;1557935781
mod_resource;viewed;course_module;32327;213046;70;95341;21471;1489;1557935809
mod_resource;viewed;course_module;32328;213048;70;95343;21471;1489;1557935857
mod_page;viewed;course_module;7039;213096;70;95391;21464;1489;1557936027
mod_page;viewed;course_module;7040;213098;70;95393;21464;1489;1557936039
mod_vpl;uploaded;submission;107624;217404;70;97163;21463;1489;1557936044
core;updated;course_module_completion;164086;213087;70;95382;21314;1489;1557936108
core;updated;course_module_completion;164087;213086;70;95381;21314;1489;1557936108
core;updated;course_module_completion;164088;213085;70;95380;21314;1489;1557936108
core;updated;course_module_completion;164089;213084;70;95379;21314;1489;1557936109
core;updated;course_module_completion;164090;213083;70;95378;21314;1489;1557936109
core;updated;course_module_completion;164091;213081;70;95376;21314;1489;1557936110
core;updated;course_module_completion;164092;213080;70;95375;21314;1489;1557936111
mod_url;viewed;course_module;5714;212980;70;95275;19925;1489;1557936207
mod_resource;viewed;course_module;32332;213055;70;95350;21471;1489;1557936252
mod_vpl;run;submission;105145;217403;70;97162;21463;1489;1557936280
mod_vpl;run;submission;105145;217403;70;97162;21463;1489;1557936294
mod_url;viewed;course_module;5715;212982;70;95277;19925;1489;1557936322
mod_resource;viewed;course_module;33358;217700;70;97310;21471;1489;1557936333
core;updated;course_module_completion;164093;217700;70;97310;21471;1489;1557936333
core;updated;course_module_completion;164093;217700;70;97310;21471;1489;1557936333
mod_vpl;run;submission;105145;217403;70;97162;21463;1489;1557936338
mod_page;viewed;course_module;7040;213098;70;95393;21158;1489;1557936349
mod_vpl;run;submission;105145;217403;70;97162;21463;1489;1557936355
mod_resource;viewed;course_module;33293;217397;70;97156;19906;1489;1557936439
mod_page;viewed;course_module;7039;213096;70;95391;21199;1489;1557936631
mod_page;viewed;course_module;7040;213098;70;95393;21318;1489;1557936637
mod_resource;viewed;course_module;33359;217701;70;97311;21471;1489;1557936661
core;updated;course_module_completion;164094;217701;70;97311;21471;1489;1557936661
core;updated;course_module_completion;164094;217701;70;97311;21471;1489;1557936661
mod_page;viewed;course_module;7040;213098;70;95393;21199;1489;1557936698
mod_forum;viewed;course_module;5189;213097;70;95392;21199;1489;1557936757
mod_forum;viewed;course_module;5190;213102;70;95397;21199;1489;1557936760
mod_resource;viewed;course_module;32329;213050;70;95345;19679;1489;1557936763
mod_quiz;viewed;course_module;3360;213104;70;95399;21199;1489;1557936764
mod_vpl;uploaded;submission;107625;217403;70;97162;21463;1489;1557936774
mod_vpl;run;submission;107625;217403;70;97162;21463;1489;1557936775
mod_page;viewed;course_module;7039;213096;70;95391;21199;1489;1557936776
mod_resource;viewed;course_module;32328;213048;70;95343;19679;1489;1557936780
mod_vpl;uploaded;submission;107626;217403;70;97162;21463;1489;1557936782
mod_vpl;run;submission;107626;217403;70;97162;21463;1489;1557936782
mod_resource;viewed;course_module;32324;213040;70;95335;21158;1489;1557936813
mod_vpl;uploaded;submission;107627;217403;70;97162;21463;1489;1557936874
mod_vpl;evaluated;submission;107627;217403;70;97162;21463;1489;1557936875
mod_page;viewed;course_module;7039;213096;70;95391;19906;1489;1557936881
mod_vpl;uploaded;submission;107628;217403;70;97162;21463;1489;1557936912
mod_vpl;evaluated;submission;107628;217403;70;97162;21463;1489;1557936914
mod_vpl;run;submission;107628;217403;70;97162;21463;1489;1557936923
mod_vpl;uploaded;submission;107629;217406;70;97165;21463;1489;1557937013
mod_vpl;uploaded;submission;107630;217406;70;97165;21463;1489;1557937023
mod_vpl;viewed;submission;104498;217260;70;97086;21592;1489;1557937106
mod_page;viewed;course_module;7039;213096;70;95391;21199;1489;1557937120
mod_page;viewed;course_module;7039;213096;70;95391;21318;1489;1557937133
mod_vpl;edited;submission;106560;217404;70;97163;21195;1489;1557937153
mod_vpl;edited;submission;105626;217402;70;97161;21195;1489;1557937162
mod_vpl;edited;submission;105628;217403;70;97162;21195;1489;1557937169
mod_quiz;viewed;course_module;3359;213005;70;95300;21199;1489;1557937256
mod_forum;viewed;course_module;5189;213097;70;95392;21199;1489;1557937269
mod_page;viewed;course_module;7039;213096;70;95391;21199;1489;1557937272
mod_vpl;viewed;submission;107099;217616;70;97271;21263;1489;1557937295
mod_vpl;viewed;submission;104472;217261;70;97087;21592;1489;1557937422
mod_page;viewed;course_module;7039;213096;70;95391;21195;1489;1557937996
mod_page;viewed;course_module;7040;213098;70;95393;21195;1489;1557938012
mod_vpl;edited;submission;107099;217616;70;97271;21263;1489;1557938016
mod_vpl;run;submission;107099;217616;70;97271;21263;1489;1557938020
mod_vpl;run;submission;107099;217616;70;97271;21263;1489;1557938062
mod_vpl;viewed;submission;104483;217260;70;97086;21261;1489;1557938090
mod_resource;viewed;course_module;33290;217394;70;97153;21174;1489;1557938125
mod_vpl;edited;submission;104483;217260;70;97086;21261;1489;1557938157
mod_vpl;run;submission;104483;217260;70;97086;21261;1489;1557938172
mod_vpl;edited;submission;104544;217258;70;97084;21467;1489;1557938195
mod_vpl;viewed;submission;104544;217258;70;97084;21467;1489;1557938197
mod_vpl;edited;submission;104544;217258;70;97084;21467;1489;1557938201
mod_vpl;edited;submission;104591;217260;70;97086;21467;1489;1557938217
mod_vpl;edited;submission;104567;217261;70;97087;21467;1489;1557938230
mod_quiz;viewed;course_module;3360;213104;70;95399;21489;1489;1557938264
mod_vpl;viewed;submission;105290;217402;70;97161;21174;1489;1557938348
mod_page;viewed;course_module;7039;213096;70;95391;21594;1489;1557938367
mod_vpl;viewed;submission;105291;217402;70;97161;21307;1489;1557938384
mod_vpl;edited;submission;105291;217402;70;97161;21307;1489;1557938385
mod_vpl;evaluated;submission;105291;217402;70;97161;21307;1489;1557938393
mod_quiz;viewed;course_module;3359;213005;70;95300;21318;1489;1557938399
mod_vpl;viewed;submission;105310;217403;70;97162;21307;1489;1557938407
mod_vpl;edited;submission;105310;217403;70;97162;21307;1489;1557938412
mod_vpl;evaluated;submission;105310;217403;70;97162;21307;1489;1557938416
mod_vpl;viewed;submission;105065;217402;70;97161;21318;1489;1557938462
mod_vpl;uploaded;submission;107631;217402;70;97161;21467;1489;1557938465
mod_vpl;evaluated;submission;107631;217402;70;97161;21467;1489;1557938466
mod_vpl;viewed;submission;105135;217403;70;97162;21318;1489;1557938490
mod_vpl;viewed;submission;105506;217404;70;97163;21318;1489;1557938537
mod_vpl;uploaded;submission;107632;217260;70;97086;21307;1489;1557938640
mod_vpl;evaluated;submission;107632;217260;70;97086;21307;1489;1557938644
mod_vpl;uploaded;submission;107633;217260;70;97086;21307;1489;1557938663
mod_vpl;evaluated;submission;107633;217260;70;97086;21307;1489;1557938664
mod_page;viewed;course_module;7040;213098;70;95393;21318;1489;1557938690
mod_vpl;deleted;submission;107633;217260;70;97086;21307;1489;1557938695
mod_vpl;uploaded;submission;107634;217260;70;97086;21307;1489;1557938695
mod_page;viewed;course_module;7039;213096;70;95391;21823;1489;1557938695
mod_vpl;evaluated;submission;107634;217260;70;97086;21307;1489;1557938696
mod_page;viewed;course_module;7040;213098;70;95393;21823;1489;1557938707
mod_vpl;uploaded;submission;107635;217260;70;97086;21307;1489;1557938730
mod_vpl;evaluated;submission;107635;217260;70;97086;21307;1489;1557938731
mod_vpl;deleted;submission;107635;217260;70;97086;21307;1489;1557938748
mod_vpl;uploaded;submission;107636;217260;70;97086;21307;1489;1557938748
mod_vpl;evaluated;submission;107636;217260;70;97086;21307;1489;1557938749
mod_vpl;uploaded;submission;107637;217260;70;97086;21307;1489;1557938800
mod_vpl;uploaded;submission;107638;217260;70;97086;21307;1489;1557938905
mod_vpl;run;submission;107638;217260;70;97086;21307;1489;1557938906
mod_vpl;uploaded;submission;107639;217260;70;97086;21307;1489;1557938926
mod_vpl;run;submission;107639;217260;70;97086;21307;1489;1557938927
mod_vpl;deleted;submission;107639;217260;70;97086;21307;1489;1557938950
mod_vpl;uploaded;submission;107640;217260;70;97086;21307;1489;1557938950
mod_vpl;run;submission;107640;217260;70;97086;21307;1489;1557938950
mod_vpl;uploaded;submission;107641;217258;70;97084;21307;1489;1557939007
mod_vpl;run;submission;107641;217258;70;97084;21307;1489;1557939008
mod_book;viewed;course_module;6353;213043;70;95338;21469;1489;1557939040
mod_book;viewed;chapter;41296;213043;70;95338;21469;1489;1557939040
mod_resource;viewed;course_module;32327;213046;70;95341;21199;1489;1557939060
mod_resource;viewed;course_module;32328;213048;70;95343;21199;1489;1557939060
mod_resource;viewed;course_module;32329;213050;70;95345;21199;1489;1557939061
mod_resource;viewed;course_module;33354;217696;70;97306;21199;1489;1557939062
mod_resource;viewed;course_module;33355;217697;70;97307;21199;1489;1557939062
mod_vpl;edited;submission;105116;217402;70;97161;21469;1489;1557939064
mod_resource;viewed;course_module;32338;213067;70;95362;21199;1489;1557939078
mod_resource;viewed;course_module;32339;213068;70;95363;21199;1489;1557939079
mod_resource;viewed;course_module;32340;213069;70;95364;21199;1489;1557939079
mod_resource;viewed;course_module;32345;213080;70;95375;21199;1489;1557939088
mod_resource;viewed;course_module;32346;213082;70;95377;21199;1489;1557939088
mod_resource;viewed;course_module;32347;213084;70;95379;21199;1489;1557939089
mod_resource;viewed;course_module;32348;213085;70;95380;21199;1489;1557939090
mod_resource;viewed;course_module;32349;213086;70;95381;21199;1489;1557939090
mod_resource;viewed;course_module;32297;212979;70;95274;21307;1489;1557939108
mod_resource;viewed;course_module;33290;217394;70;97153;21489;1489;1557939120
mod_resource;viewed;course_module;32314;213022;70;95317;21199;1489;1557939120
mod_resource;viewed;course_module;32315;213023;70;95318;21199;1489;1557939120
mod_resource;viewed;course_module;32316;213024;70;95319;21199;1489;1557939121
mod_resource;viewed;course_module;32317;213025;70;95320;21199;1489;1557939121
mod_resource;viewed;course_module;32318;213027;70;95322;21199;1489;1557939122
mod_resource;viewed;course_module;32319;213029;70;95324;21199;1489;1557939122
mod_vpl;uploaded;submission;107642;217258;70;97084;21307;1489;1557939132
mod_vpl;uploaded;submission;107643;217258;70;97084;21307;1489;1557939144
mod_vpl;evaluated;submission;107643;217258;70;97084;21307;1489;1557939145
mod_vpl;deleted;submission;107643;217258;70;97084;21307;1489;1557939166
mod_vpl;uploaded;submission;107644;217258;70;97084;21307;1489;1557939166
mod_vpl;evaluated;submission;107644;217258;70;97084;21307;1489;1557939169
mod_vpl;edited;submission;107640;217260;70;97086;21307;1489;1557939187
mod_resource;viewed;course_module;33294;217398;70;97157;21489;1489;1557939193
mod_vpl;run;submission;107640;217260;70;97086;21307;1489;1557939198
mod_vpl;uploaded;submission;107645;217260;70;97086;21307;1489;1557939215
mod_vpl;evaluated;submission;107645;217260;70;97086;21307;1489;1557939216
mod_vpl;uploaded;submission;107646;217260;70;97086;21307;1489;1557939232
mod_vpl;evaluated;submission;107646;217260;70;97086;21307;1489;1557939233
mod_vpl;uploaded;submission;107647;217261;70;97087;21307;1489;1557939289
mod_vpl;evaluated;submission;107647;217261;70;97087;21307;1489;1557939290
mod_page;viewed;course_module;7039;213096;70;95391;21313;1489;1557939379
mod_workshop;viewed;course_module;69;217401;70;97160;21489;1489;1557939399
mod_resource;viewed;course_module;32339;213068;70;95363;19925;1489;1557939404
mod_vpl;edited;submission;105310;217403;70;97162;21307;1489;1557939419
mod_workshop;viewed;course_module;69;217401;70;97160;21307;1489;1557939431
mod_resource;viewed;course_module;33292;217396;70;97155;21489;1489;1557939435
mod_vpl;edited;submission;107644;217258;70;97084;21307;1489;1557939493
mod_vpl;edited;submission;105291;217402;70;97161;21307;1489;1557939558
mod_vpl;edited;submission;105153;217403;70;97162;21469;1489;1557939576
mod_resource;viewed;course_module;32338;213067;70;95362;21314;1489;1557939579
mod_vpl;edited;submission;106303;217404;70;97163;21469;1489;1557939584
mod_resource;viewed;course_module;32339;213068;70;95363;21314;1489;1557939587
mod_resource;viewed;course_module;32340;213069;70;95364;21314;1489;1557939589
mod_vpl;edited;submission;105310;217403;70;97162;21307;1489;1557939604
mod_vpl;edited;submission;105291;217402;70;97161;21307;1489;1557939641
mod_quiz;viewed;course_module;3360;213104;70;95399;21465;1489;1557939788
mod_vpl;edited;submission;105063;217402;70;97161;21465;1489;1557939841
mod_vpl;edited;submission;105953;217403;70;97162;21465;1489;1557940000
mod_vpl;edited;submission;104207;217258;70;97084;21464;1489;1557940001
